dataset_name,features_dimension,type_classifier,learning_rate_init,num_iter,score,solver,learning_rate,activation,hidden_layer_sizes
artificial,100,MLPClassifier,0.1,400,0.72,sgd,adaptive,identity,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.672,sgd,adaptive,logistic,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.724,sgd,adaptive,logistic,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.704,sgd,adaptive,logistic,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.504,sgd,adaptive,logistic,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.696,sgd,adaptive,tanh,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.696,sgd,adaptive,tanh,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.716,sgd,adaptive,tanh,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.712,sgd,adaptive,tanh,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.74,sgd,adaptive,relu,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.772,sgd,adaptive,relu,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.736,sgd,adaptive,relu,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.732,sgd,adaptive,relu,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.712,adam,constant,identity,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.704,adam,constant,identity,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.704,adam,constant,identity,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.708,adam,constant,identity,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.7,adam,constant,logistic,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.7,adam,constant,logistic,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.732,adam,constant,logistic,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.688,adam,constant,logistic,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.728,adam,constant,tanh,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.688,adam,constant,tanh,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.648,adam,constant,tanh,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.644,adam,constant,tanh,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.692,adam,constant,relu,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.72,adam,constant,relu,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.712,adam,constant,relu,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.648,adam,constant,relu,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.728,adam,invscaling,identity,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.716,adam,invscaling,identity,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.72,adam,invscaling,identity,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.712,adam,invscaling,identity,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.716,adam,invscaling,logistic,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.692,adam,invscaling,logistic,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.712,adam,invscaling,logistic,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.704,adam,invscaling,logistic,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.708,adam,invscaling,tanh,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.728,adam,invscaling,tanh,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.684,adam,invscaling,tanh,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.668,adam,invscaling,tanh,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.74,adam,invscaling,relu,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.716,adam,invscaling,relu,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.692,adam,invscaling,relu,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.728,adam,invscaling,relu,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.704,adam,adaptive,identity,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.708,adam,adaptive,identity,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.7,adam,adaptive,identity,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.72,adam,adaptive,identity,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.676,adam,adaptive,logistic,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.672,adam,adaptive,logistic,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.704,adam,adaptive,logistic,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.676,adam,adaptive,logistic,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.684,adam,adaptive,tanh,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.732,adam,adaptive,tanh,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.708,adam,adaptive,tanh,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.676,adam,adaptive,tanh,"(20,20,20)"
artificial,100,MLPClassifier,0.1,400,0.66,adam,adaptive,relu,"(5,)"
artificial,100,MLPClassifier,0.1,400,0.696,adam,adaptive,relu,"(100,)"
artificial,100,MLPClassifier,0.1,400,0.724,adam,adaptive,relu,"(10,10)"
artificial,100,MLPClassifier,0.1,400,0.7,adam,adaptive,relu,"(20,20,20)"
artificial,100,PereptronClassifier,1.0,100,0.66,,,,
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,constant,identity,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,constant,identity,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,constant,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,constant,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.716,lbfgs,constant,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.728,lbfgs,constant,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.78,lbfgs,constant,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.736,lbfgs,constant,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.708,lbfgs,constant,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.736,lbfgs,constant,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,constant,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.704,lbfgs,constant,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.764,lbfgs,constant,relu,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.784,lbfgs,constant,relu,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.752,lbfgs,constant,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.764,lbfgs,constant,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,invscaling,identity,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,invscaling,identity,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,invscaling,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,invscaling,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.712,lbfgs,invscaling,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,invscaling,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,invscaling,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,invscaling,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.716,lbfgs,invscaling,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.72,lbfgs,invscaling,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.748,lbfgs,invscaling,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.74,lbfgs,invscaling,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.688,lbfgs,invscaling,relu,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.808,lbfgs,invscaling,relu,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.776,lbfgs,invscaling,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.78,lbfgs,invscaling,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,adaptive,identity,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,adaptive,identity,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,adaptive,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.724,lbfgs,adaptive,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.688,lbfgs,adaptive,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.72,lbfgs,adaptive,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.708,lbfgs,adaptive,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.74,lbfgs,adaptive,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.716,lbfgs,adaptive,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.696,lbfgs,adaptive,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.688,lbfgs,adaptive,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.672,lbfgs,adaptive,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.736,lbfgs,adaptive,relu,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.792,lbfgs,adaptive,relu,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.74,lbfgs,adaptive,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.78,lbfgs,adaptive,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.696,sgd,constant,identity,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.712,sgd,constant,identity,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.492,sgd,constant,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.492,sgd,constant,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.664,sgd,constant,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.804,sgd,constant,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.68,sgd,constant,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.732,sgd,constant,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.68,sgd,constant,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.724,sgd,constant,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.712,sgd,constant,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.72,sgd,constant,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.72,sgd,constant,relu,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.768,sgd,constant,relu,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.748,sgd,constant,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.488,sgd,constant,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.732,sgd,invscaling,identity,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.728,sgd,invscaling,identity,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.728,sgd,invscaling,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.492,sgd,invscaling,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.744,sgd,invscaling,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.508,sgd,invscaling,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.708,sgd,invscaling,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.496,sgd,invscaling,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.74,sgd,invscaling,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.712,sgd,invscaling,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.716,sgd,invscaling,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.748,sgd,invscaling,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.768,sgd,invscaling,relu,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.804,sgd,invscaling,relu,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.704,sgd,invscaling,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.736,sgd,invscaling,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.712,sgd,adaptive,identity,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.716,sgd,adaptive,identity,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.492,sgd,adaptive,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.492,sgd,adaptive,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.684,sgd,adaptive,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.804,sgd,adaptive,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.724,sgd,adaptive,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.736,sgd,adaptive,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.704,sgd,adaptive,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.728,sgd,adaptive,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.676,sgd,adaptive,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.72,sgd,adaptive,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.728,sgd,adaptive,relu,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.792,sgd,adaptive,relu,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.728,sgd,adaptive,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.728,sgd,adaptive,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.736,adam,constant,identity,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.708,adam,constant,identity,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.652,adam,constant,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.696,adam,constant,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.708,adam,constant,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.716,adam,constant,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.528,adam,constant,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.492,adam,constant,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.688,adam,constant,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.708,adam,constant,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.604,adam,constant,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.588,adam,constant,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.632,adam,constant,relu,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.72,adam,constant,relu,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.492,adam,constant,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.492,adam,constant,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.644,adam,invscaling,identity,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.716,adam,invscaling,identity,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.652,adam,invscaling,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.568,adam,invscaling,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.684,adam,invscaling,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.712,adam,invscaling,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.644,adam,invscaling,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.508,adam,invscaling,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.676,adam,invscaling,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.692,adam,invscaling,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.648,adam,invscaling,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.596,adam,invscaling,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.684,adam,invscaling,relu,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.676,adam,invscaling,relu,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.508,adam,invscaling,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.508,adam,invscaling,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.724,adam,adaptive,identity,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.644,adam,adaptive,identity,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.696,adam,adaptive,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.696,adam,adaptive,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.7,adam,adaptive,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.716,adam,adaptive,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.508,adam,adaptive,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.508,adam,adaptive,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.7,adam,adaptive,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.712,adam,adaptive,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.648,adam,adaptive,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.528,adam,adaptive,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,100,0.672,adam,adaptive,relu,"(5,)"
artificial,100,MLPClassifier,1.0,100,0.724,adam,adaptive,relu,"(100,)"
artificial,100,MLPClassifier,1.0,100,0.508,adam,adaptive,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,100,0.508,adam,adaptive,relu,"(20,20,20)"
artificial,100,PereptronClassifier,1.0,200,0.676,,,,
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,constant,identity,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,constant,identity,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,constant,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,constant,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.72,lbfgs,constant,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.736,lbfgs,constant,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.704,lbfgs,constant,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.728,lbfgs,constant,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.684,lbfgs,constant,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.72,lbfgs,constant,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,constant,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.704,lbfgs,constant,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.76,lbfgs,constant,relu,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.784,lbfgs,constant,relu,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.708,lbfgs,constant,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.768,lbfgs,constant,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,invscaling,identity,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,invscaling,identity,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,invscaling,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,invscaling,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,invscaling,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,invscaling,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.712,lbfgs,invscaling,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.736,lbfgs,invscaling,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.704,lbfgs,invscaling,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.696,lbfgs,invscaling,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.692,lbfgs,invscaling,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,invscaling,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.768,lbfgs,invscaling,relu,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.756,lbfgs,invscaling,relu,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.764,lbfgs,invscaling,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.756,lbfgs,invscaling,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,adaptive,identity,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,adaptive,identity,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,adaptive,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.724,lbfgs,adaptive,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.696,lbfgs,adaptive,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.74,lbfgs,adaptive,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.7,lbfgs,adaptive,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.756,lbfgs,adaptive,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.692,lbfgs,adaptive,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.684,lbfgs,adaptive,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.616,lbfgs,adaptive,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.692,lbfgs,adaptive,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.736,lbfgs,adaptive,relu,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.764,lbfgs,adaptive,relu,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.784,lbfgs,adaptive,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.756,lbfgs,adaptive,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.74,sgd,constant,identity,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.576,sgd,constant,identity,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.492,sgd,constant,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.492,sgd,constant,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.688,sgd,constant,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.824,sgd,constant,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.72,sgd,constant,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.748,sgd,constant,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.724,sgd,constant,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.732,sgd,constant,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.764,sgd,constant,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.724,sgd,constant,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.748,sgd,constant,relu,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.776,sgd,constant,relu,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.764,sgd,constant,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.78,sgd,constant,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.744,sgd,invscaling,identity,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.716,sgd,invscaling,identity,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.492,sgd,invscaling,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.492,sgd,invscaling,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.716,sgd,invscaling,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.748,sgd,invscaling,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.736,sgd,invscaling,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.492,sgd,invscaling,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.712,sgd,invscaling,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.712,sgd,invscaling,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.724,sgd,invscaling,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.72,sgd,invscaling,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.776,sgd,invscaling,relu,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.74,sgd,invscaling,relu,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.752,sgd,invscaling,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.716,sgd,invscaling,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.688,sgd,adaptive,identity,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.668,sgd,adaptive,identity,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.492,sgd,adaptive,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.492,sgd,adaptive,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.7,sgd,adaptive,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.816,sgd,adaptive,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.728,sgd,adaptive,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.72,sgd,adaptive,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.712,sgd,adaptive,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.708,sgd,adaptive,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.692,sgd,adaptive,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.704,sgd,adaptive,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.764,sgd,adaptive,relu,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.812,sgd,adaptive,relu,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.676,sgd,adaptive,relu,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.492,sgd,adaptive,relu,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.692,adam,constant,identity,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.66,adam,constant,identity,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.704,adam,constant,identity,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.624,adam,constant,identity,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.672,adam,constant,logistic,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.704,adam,constant,logistic,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.612,adam,constant,logistic,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.492,adam,constant,logistic,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.66,adam,constant,tanh,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.668,adam,constant,tanh,"(100,)"
artificial,100,MLPClassifier,1.0,200,0.62,adam,constant,tanh,"(10,10)"
artificial,100,MLPClassifier,1.0,200,0.604,adam,constant,tanh,"(20,20,20)"
artificial,100,MLPClassifier,1.0,200,0.616,adam,constant,relu,"(5,)"
artificial,100,MLPClassifier,1.0,200,0.696,adam,constant,relu,"(100,)"
